"Target;""Gene"";""Note"";""Product"";""Abs.Offset"";""Ref.seq.len"";""Translated""",,,,,,
"SED_RS14935;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""2954009"";""240"";""yes""",,,,,,
"SED_RS14940;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""Repressor protein CI"";""2954365"";""633"";""yes""",,,,,,
"SED_RS14945;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""site-specific integrase"";""2955001"";""1026"";""yes""",,,,,,
"SED_RS14950;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""2956286"";""594"";""yes""",,,,,,
"SED_RS14955;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF3800 domain-containing protein"";""2957278"";""804"";""yes""",,,,,,
"SED_RS14960;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""2958633"";""189"";""yes""",,,,,,
"SED_RS14965;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""IS3 family transposase"";""2958877"";""699"";""yes""",,,,,,
"SED_RS14970;"""";""frameshifted; internal stop; Derived by automated computational analysis using gene prediction method: Protein Homology."";""low calcium response locus protein s"";""2959604"";""385"";""yes""",,,,,,
"SED_RS14975;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""IS200/IS605 family transposase"";""2960052"";""396"";""yes""",,,,,,
"SED_RS26015;"""";""incomplete; partial in the middle of a contig; missing start; Derived by automated computational analysis using gene prediction method: Protein Homology."";""MFS transporter"";""2960414"";""105"";""yes""",,,,,,
"SED_RS25190;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""2960625"";""195"";""yes""",,,,,,
"SED_RS25195;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""2960786"";""183"";""yes""",,,,,,
"SED_RS14980;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF1205 domain-containing protein"";""2961073"";""1116"";""yes""",,,,,,
"SED_RS14985;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""ABC transporter ATP-binding protein"";""2962269"";""3657"";""yes""",,,,,,
"SED_RS14990;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""esterase family protein"";""2966035"";""1245"";""yes""",,,,,,
"SED_RS14995;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""alpha/beta hydrolase"";""2967311"";""930"";""yes""",,,,,,
"SED_RS15000;"""";""Fep; Cbt; Cbr; FeuB; FepA; PfeA; IroN; BfeA; outer membrane receptor of ferric enterobactin and colicins B and D; interacts with the TonB-ExbBD complex which catalyzes the translocation of the siderophore to the periplasmic space; Derived by automated computational analysis using gene prediction method: Protein Homology."";""TonB-dependent siderophore receptor"";""2968282"";""2181"";""yes""",,,,,,
"SED_RS26020;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""2970762"";""285"";""yes""",,,,,,
"SED_RS25200;"""";""frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""2970988"";""332"";""yes""",,,,,,
"SED_RS15010;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-2 type III secretion system effector PipB2"";""2971494"";""1053"";""yes""",,,,,,
"SED_RS26025;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""2972618"";""339"";""yes""",,,,,,
"SED_RS15015;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF535 domain-containing protein"";""2973065"";""930"";""yes""",,,,,,
"SED_RS25205;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""2974094"";""198"";""yes""",,,,,,
"SED_RS15020;"""";""induced within macrophages; necessary for the resistance to antimicrobials; Derived by automated computational analysis using gene prediction method: Protein Homology."";""GNAT family N-acetyltransferase"";""2974288"";""897"";""yes""",,,,,,
"SED_RS15030;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""HoxN/HupN/NixA family nickel/cobalt transporter"";""2975906"";""1014"";""yes""",,,,,,
"SED_RS15035;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""sensor histidine kinase"";""2977052"";""1416"";""yes""",,,,,,
"SED_RS15040;"""";""transcriptional activator of tricarboxylate transport system genes; Derived by automated computational analysis using gene prediction method: Protein Homology."";""DNA-binding response regulator"";""2978454"";""675"";""yes""",,,,,,
"SED_RS15050;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""tripartite tricarboxylate transporter substrate binding protein"";""2979283"";""978"";""yes""",,,,,,
"SED_RS15055;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""tripartite tricarboxylate transporter TctB family protein"";""2980272"";""435"";""yes""",,,,,,
"SED_RS15060;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""tripartite tricarboxylate transporter permease"";""2980717"";""1515"";""yes""",,,,,,
"SED_RS15065;"""";""in Escherichia coli this gene is induced by carbon starvation and depends on sigma S and cAMP-CRP; the structure of the Gab protein shows it is a member of non-heme iron (II)-dependent oxygenase superfamily which includes clavamini acid synthases; forms homotetramers in solution; frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology."";""carbon starvation induced protein"";""2982526"";""986"";""yes""",,,,,,
"SED_RS15070;"""";""catalyzed the formation of 2-ketoglutarate from 2-hydroxyglutarate; Derived by automated computational analysis using gene prediction method: Protein Homology."";""L-2-hydroxyglutarate oxidase"";""2983537"";""1269"";""yes""",,,,,,
"SED_RS15075;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""NADP-dependent succinate-semialdehyde dehydrogenase I"";""2984827"";""1449"";""yes""",,,,,,
"SED_RS15080;"""";""frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology."";""4-aminobutyrate--2-oxoglutarate transaminase"";""2986290"";""1252"";""yes""",,,,,,
"SED_RS15085;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""GABA permease"";""2987671"";""1401"";""yes""",,,,,,
"SED_RS15090;"""";""regulator of gab gene expression; Derived by automated computational analysis using gene prediction method: Protein Homology."";""DNA-binding transcriptional regulator CsiR"";""2989113"";""678"";""yes""",,,,,,
"SED_RS15095;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""peptidoglycan-binding protein LysM"";""2989812"";""450"";""yes""",,,,,,
"SED_RS15100;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""YqaE/Pmp3 family membrane protein"";""2990361"";""159"";""yes""",,,,,,
"SED_RS15105;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""transcriptional regulator"";""2990702"";""300"";""yes""",,,,,,
"SED_RS15110;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF2892 domain-containing protein"";""2991011"";""528"";""yes""",,,,,,
"SED_RS15115;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""2991617"";""180"";""yes""",,,,,,
"SED_RS15120;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DNA-binding protein StpA"";""2991886"";""402"";""yes""",,,,,,
"SED_RS25210;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""2992780"";""180"";""yes""",,,,,,
"SED_RS15125;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""L-alanine exporter AlaE"";""2992985"";""450"";""yes""",,,,,,
"SED_RS15130;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF2002 domain-containing protein"";""2993469"";""351"";""yes""",,,,,,
"SED_RS15135;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF883 domain-containing protein"";""2993981"";""327"";""yes""",,,,,,
"SED_RS15140;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""PLP-dependent aminotransferase family protein"";""2994391"";""1335"";""yes""",,,,,,
"SED_RS15145;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""carboxymuconolactone decarboxylase family protein"";""2995814"";""432"";""yes""",,,,,,
"SED_RS15150;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""2996242"";""177"";""yes""",,,,,,
"SED_RS15155;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""NrdH-redoxin"";""2996517"";""246"";""yes""",,,,,,
"SED_RS15160;""nrdI"";""in Salmonella NrdI has a stimulatory effect on the ribonucleotide reductase activity of NrdH with NrdEF; Derived by automated computational analysis using gene prediction method: Protein Homology."";""class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI"";""2996759"";""411"";""yes""",,,,,,
"SED_RS15165;"""";""Catalyzes the rate-limiting step in dNTP synthesis; Derived by automated computational analysis using gene prediction method: Protein Homology."";""class 1b ribonucleoside-diphosphate reductase subunit alpha"";""2997142"";""2145"";""yes""",,,,,,
"SED_RS15170;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""class 1b ribonucleoside-diphosphate reductase subunit beta"";""2999297"";""960"";""yes""",,,,,,
"SED_RS15175;"""";""with ProWX is involved in the high-affinity uptake of glycine betaine; Derived by automated computational analysis using gene prediction method: Protein Homology."";""glycine betaine/L-proline ABC transporter ATP-binding protein"";""3000611"";""1203"";""yes""",,,,,,
"SED_RS15180;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""glycine/betaine ABC transporter permease"";""3001806"";""1065"";""yes""",,,,,,
"SED_RS15185;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""proline/glycine betaine ABC transporter substrate-binding protein ProX"";""3002940"";""996"";""yes""",,,,,,
"SED_RS15190;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""MFS transporter"";""3004100"";""1185"";""yes""",,,,,,
"SED_RS15195;"""";""DNA-binding transcriptional repressor of microcin B17 synthesis and multidrug efflux; negative regulator of the multidrug operon emrAB; Derived by automated computational analysis using gene prediction method: Protein Homology."";""transcriptional regulator"";""3005781"";""531"";""yes""",,,,,,
"SED_RS15200;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""multidrug export protein EmrA"";""3006438"";""1173"";""yes""",,,,,,
"SED_RS15205;""emrB"";""multidrug MFS transporte; with EmrA is involved in resistance to hydrophobic antibiotics such as nalidixic acid; Derived by automated computational analysis using gene prediction method: Protein Homology."";""multidrug efflux MFS transporter subunit EmrB"";""3007627"";""1539"";""yes""",,,,,,
"SED_RS15210;"""";""internal stop; Derived by automated computational analysis using gene prediction method: Protein Homology."";""porin"";""3009214"";""1371"";""yes""",,,,,,
"SED_RS15215;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""S-ribosylhomocysteine lyase"";""3010930"";""516"";""yes""",,,,,,
"SED_RS15220;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""glutamate--cysteine ligase"";""3011595"";""1557"";""yes""",,,,,,
"SED_RS15225;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DedA family protein"";""3013228"";""426"";""yes""",,,,,,
"SED_RS15230;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""fructose-1-phosphate/6-phosphogluconate phosphatase"";""3013650"";""567"";""yes""",,,,,,
"SED_RS15255;"""";"""";""tRNA-Ser"";""3014942"";""93"";""no""",,,,,,
"SED_RS25215;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3015050"";""276"";""yes""",,,,,,
"SED_RS15260;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""carbon storage regulator"";""3015338"";""186"";""yes""",,,,,,
"SED_RS15265;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""alanine--tRNA ligase"";""3015758"";""2631"";""yes""",,,,,,
"SED_RS25220;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3018421"";""207"";""yes""",,,,,,
"SED_RS15270;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""regulatory protein RecX"";""3018624"";""501"";""yes""",,,,,,
"SED_RS15275;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DNA recombination/repair protein RecA"";""3019241"";""1062"";""yes""",,,,,,
"SED_RS15280;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""nicotinamide-nucleotide amidase"";""3020387"";""498"";""yes""",,,,,,
"SED_RS25225;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3021080"";""246"";""yes""",,,,,,
"SED_RS15285;"""";""membrane-bound lytic murein transglycosylase B; catalyzes the cleavage of the glycosidic bonds between N-acetylmuramic acid and N-acetylglucosamine in peptidoglycan; Derived by automated computational analysis using gene prediction method: Protein Homology."";""murein transglycosylase B"";""3021363"";""1080"";""yes""",,,,,,
"SED_RS15290;""srlA"";""catalyzes the phosphorylation of incoming sugar substrates along with their translocation across the cell membrane; the IIC domain forms the PTS system translocation channel and contains the specific substrate-binding site; Derived by automated computational analysis using gene prediction method: Protein Homology."";""PTS sorbitol transporter subunit IIC"";""3022696"";""564"";""yes""",,,,,,
"SED_RS15295;""srlE"";""catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane; subunit IIB transfers the phosphoryl group to the substrate; Derived by automated computational analysis using gene prediction method: Protein Homology."";""PTS sorbitol transporter subunit IIB"";""3023256"";""972"";""yes""",,,,,,
"SED_RS15300;"""";""phosphoenolpyruvate-dependent sugar phosphotransferase system; catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane; IIB is phosphorylated by IIA and then transfers the phosphoryl group to the sugar; IIC forms the translocation channel; Derived by automated computational analysis using gene prediction method: Protein Homology."";""PTS glucitol/sorbitol transporter subunit IIA"";""3024239"";""363"";""yes""",,,,,,
"SED_RS15305;"""";""catalyzes the conversion of sorbitol 6-phosphate into fructose 6-phosphate; Derived by automated computational analysis using gene prediction method: Protein Homology."";""sorbitol-6-phosphate dehydrogenase"";""3024613"";""780"";""yes""",,,,,,
"SED_RS15310;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""transcriptional regulator GutM"";""3025469"";""360"";""yes""",,,,,,
"SED_RS15320;""srlR"";""regulates genes involved in glucitol utilization; Derived by automated computational analysis using gene prediction method: Protein Homology."";""DNA-binding transcriptional repressor"";""3026026"";""774"";""yes""",,,,,,
"SED_RS15325;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""arabinose-5-phosphate isomerase GutQ"";""3026792"";""966"";""yes""",,,,,,
"SED_RS15330;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""nitric oxide reductase transcriptional regulator NorR"";""3027754"";""1521"";""yes""",,,,,,
"SED_RS15335;"""";""detoxifies nitric oxide using NADH; Derived by automated computational analysis using gene prediction method: Protein Homology."";""anaerobic nitric oxide reductase flavorubredoxin"";""3029460"";""1440"";""yes""",,,,,,
"SED_RS15340;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""nitric oxide reductase FlRd-NAD+ reductase"";""3030896"";""1134"";""yes""",,,,,,
"SED_RS15345;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""carbamoyltransferase HypF"";""3032126"";""2241"";""yes""",,,,,,
"SED_RS15350;"""";""involved in electron transport from formate to hydrogen; Derived by automated computational analysis using gene prediction method: Protein Homology."";""electron transport protein HydN"";""3034512"";""546"";""yes""",,,,,,
"SED_RS15355;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3035258"";""810"";""yes""",,,,,,
"SED_RS15360;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hydrogenase maturation peptidase HycI"";""3036094"";""471"";""yes""",,,,,,
"SED_RS15365;"""";""required for the maturation of the formate hydrogenlyase complex; Derived by automated computational analysis using gene prediction method: Protein Homology."";""formate hydrogenlyase maturation protein HycH"";""3036557"";""411"";""yes""",,,,,,
"SED_RS15370;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""NADH-quinone oxidoreductase subunit NuoB"";""3036964"";""768"";""yes""",,,,,,
"SED_RS15375;"""";""electron transfer protein for hydrogenase-3; the formate hydrogenlyase complex comprises of a formate dehydrogenase", unidentified electron carriers and hydrogenase-3; in this non-energy conserving pathway," molecular hydrogen and carbodioxide are released from formate; Derived by automated computational analysis using gene prediction method: Protein Homology."";""4Fe-4S dicluster domain-containing protein"";""3037731"";""543"";""yes""",,,,
"SED_RS15380;""hycE"";""formate hydrogenlyase subunit 5; HycBCDEFG is part of the formate hydrogenlyase system which is involved in the cleaving of formate to dihydrogen and carbon dioxide; Derived by automated computational analysis using gene prediction method: Protein Homology."";""hydrogenase large subunit"";""3038283"";""1710"";""yes""",,,,,,
"SED_RS15385;""hycD"";""formate hydrogenlyase subunit 4; HycBCDEFG is part of the formate hydrogenlyase system which is involved in the cleaving of formate to dihydrogen and carbon dioxide; Derived by automated computational analysis using gene prediction method: Protein Homology."";""formate hydrogenlyase subunit 4"";""3040010"";""924"";""yes""",,,,,,
"SED_RS15390;"""";""catalyzes the oxidation of formate to carbon dioxide and molecular hydrogen; formate hydrogenlyase comprises of a formate dehydrogenase"," unidentified electron carriers and a hydrogenase (subunit 3); Derived by automated computational analysis using gene prediction method: Protein Homology."";""formate hydrogenlyase subunit 3"";""3040936"";""1827"";""yes""",,,,,
"SED_RS15395;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""4Fe-4S dicluster domain-containing protein"";""3042762"";""609"";""yes""",,,,,,
"SED_RS15400;"""";""regulates several genes involved in the formate hydrogenlyase system; seems to prevent binding of FhlA transcriptional activator to the activator sequence of hyc operon; Derived by automated computational analysis using gene prediction method: Protein Homology."";""formate hydrogenlyase regulatory protein HycA"";""3043516"";""462"";""yes""",,,,,,
"SED_RS25230;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3044023"";""204"";""yes""",,,,,,
"SED_RS15405;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""protein HypA"";""3044187"";""357"";""yes""",,,,,,
"SED_RS15410;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hydrogenase nickel incorporation protein HypB"";""3044612"";""873"";""yes""",,,,,,
"SED_RS15415;"""";""HypC; accessory protein necessary for maturation of the hydrogenase isoforms 1", 2 and 3; forms a complex with HypD, HypE, and HypF proteins," which is the site of ligand biosynthesis and attachment to the iron atom of the NiFe site in the hydrogenase; Derived by automated computational analysis using gene prediction method: Protein Homology."";""hydrogenase assembly protein HypC"";""3045475"";""273"";""yes""",,
"SED_RS15420;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hydrogenase formation protein HypD"";""3045747"";""1122"";""yes""",,,,,,
"SED_RS15425;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hydrogenase expression/formation protein HypE"";""3046865"";""1011"";""yes""",,,,,,
"SED_RS15430;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""formate hydrogenlyase transcriptional activator FlhA"";""3048094"";""2079"";""yes""",,,,,,
"SED_RS15435;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""nitrous oxide-stimulated promoter family protein"";""3050234"";""345"";""yes""",,,,,,
"SED_RS15440;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""metal ABC transporter substrate-binding protein"";""3050760"";""918"";""yes""",,,,,,
"SED_RS15445;"""";""with SitACD is involved in the transport of manganese and iron; Derived by automated computational analysis using gene prediction method: Protein Homology."";""manganese/iron ABC transporter ATP-binding protein"";""3051674"";""822"";""yes""",,,,,,
"SED_RS15450;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""metal ABC transporter permease"";""3052492"";""861"";""yes""",,,,,,
"SED_RS15455;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""metal ABC transporter permease"";""3053343"";""849"";""yes""",,,,,,
"SED_RS15460;""yopJ"";""involved in the survival of the bacteria in host cells; blocks cytokine production and induces apoptosis; Derived by automated computational analysis using gene prediction method: Protein Homology."";""type III secretion system YopJ family effector AvrA"";""3054319"";""837"";""yes""",,,,,,
"SED_RS15465;"""";""activates Salmonella pathogenicity island 4 genes and weakly represses Salmonella pathogenicity island 1 genes; Derived by automated computational analysis using gene prediction method: Protein Homology."";""transcriptional regulator"";""3055358"";""756"";""yes""",,,,,,
"SED_RS25235;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3056281"";""192"";""yes""",,,,,,
"SED_RS15470;"""";""regulates the expression of the invasion-associated type III secretion system in Salmonella pathogenicity island 1; Derived by automated computational analysis using gene prediction method: Protein Homology."";""transcriptional regulator"";""3056497"";""888"";""yes""",,,,,,
"SED_RS15475;"""";""expressed during and after host cell invasion; Derived by automated computational analysis using gene prediction method: Protein Homology."";""type III secretion system effector protein OrgC"";""3057729"";""453"";""yes""",,,,,,
"SED_RS15480;"""";""oxygen regulated; required for internalization into the host cell; Derived by automated computational analysis using gene prediction method: Protein Homology."";""oxygen-regulated invasion protein OrgB"";""3058178"";""681"";""yes""",,,,,,
"SED_RS15485;"""";""oxygen regulated; required for internalization into the host cell; Derived by automated computational analysis using gene prediction method: Protein Homology."";""oxygen-regulated invasion protein OrgA"";""3058815"";""600"";""yes""",,,,,,
"SED_RS15490;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""type III secretion system inner membrane ring lipoprotein PrgK"";""3059386"";""759"";""yes""",,,,,,
"SED_RS15495;"""";""may be involved in capping the needle substructure; Derived by automated computational analysis using gene prediction method: Protein Homology."";""type III secretion system inner rod protein PrgJ"";""3060141"";""306"";""yes""",,,,,,
"SED_RS15500;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""type III secretion system needle complex protein PrgI"";""3060465"";""243"";""yes""",,,,,,
"SED_RS15505;"""";""with InvG", PrgI," and Prg K makes up the membrane spanning needle complex; Derived by automated computational analysis using gene prediction method: Protein Homology."";""type III secretion system inner membrane ring protein PrgH"";""3060732"";""1179"";""yes""",,,,
"SED_RS15510;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""transcriptional regulator HilD"";""3062226"";""930"";""yes""",,,,,,
"SED_RS15515;"""";""IagA; HilA; activates the expression of invasion genes and activates the expression of prgHIJK which is part of the pathogenicity island 1 type III secretion system; Derived by automated computational analysis using gene prediction method: Protein Homology."";""transcriptional regulator HilA"";""3064246"";""1668"";""yes""",,,,,,
"SED_RS15520;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-1 type III secretion system invasion protein IagB"";""3065931"";""483"";""yes""",,,,,,
"SED_RS15525;"""";""GTP-activating protein/tyrosine phosphatase; facilitates bacterial survival in host cells; Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-1 type III secretion system effector GTPase-activating protein SptP"";""3066467"";""1632"";""yes""",,,,,,
"SED_RS15530;"""";""type III secretion system chaperone; Derived by automated computational analysis using gene prediction method: Protein Homology."";""chaperone SicP"";""3068085"";""393"";""yes""",,,,,,
"SED_RS15535;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""hypothetical protein"";""3068504"";""261"";""yes""",,,,,,
"SED_RS15540;""iacP"";""invasion-associated ACP; carries the fatty acid chain in fatty acid biosynthesis; Derived by automated computational analysis using gene prediction method: Protein Homology."";""acyl carrier protein"";""3068808"";""249"";""yes""",,,,,,
"SED_RS15545;"""";""cell invasion protein A; actin-binding; required for entry of the Salmonella into the host cell; Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-1 type III secretion system effector SipA"";""3069075"";""2058"";""yes""",,,,,,
"SED_RS15550;"""";""involved in the transport of effector protein by the type III secretion system of Salmonella pathogenicity island 1; Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-1 type III secretion system needle tip complex protein SipD"";""3071151"";""1032"";""yes""",,,,,,
"SED_RS15555;"""";""cell invasion protein C; required for entry of the bacteria into the host cell; binds to actin; Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-1 type III secretion system needle tip complex protein SipC"";""3072253"";""1230"";""yes""",,,,,,
"SED_RS15560;"""";""cell invasion protein B; required for entry of the bacteria into the host cell; induces apoptosis in macrophages; Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-1 type III secretion system needle tip complex protein SipB"";""3073510"";""1782"";""yes""",,,,,,
"SED_RS15565;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""type III secretion system translocator chaperone SicA"";""3075294"";""498"";""yes""",,,,,,
"SED_RS15570;"""";""Required for surface presentation of invasion plasmid antigens; required for invasion and for secretion of the three ipa proteins; Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-1 type III secretion system export apparatus protein SpaS"";""3075929"";""1071"";""yes""",,,,,,
"SED_RS15575;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-1 type III secretion system export apparatus protein SpaR"";""3076986"";""792"";""yes""",,,,,,
"SED_RS15580;"""";""involved in the surface presentation of antigens needed for the invasion of Salmonella into host cells; Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-1 type III secretion system export apparatus protein SpaQ"";""3077781"";""261"";""yes""",,,,,,
"SED_RS15585;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-1 type III secretion system export apparatus protein SpaP"";""3078067"";""675"";""yes""",,,,,,
"SED_RS15590;"""";""involved in a secretory pathway responsible for the surface presentation of determinants needed for the entry of Salmonella species into mammalian cells; Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-1 type III secretion system protein SpaO"";""3078731"";""912"";""yes""",,,,,,
"SED_RS15595;""spaN"";""involved in the surface presentation of antigens needed for the invasion of Salmonella into host cells; Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-1 type III secretion system protein SpaN"";""3079642"";""1011"";""yes""",,,,,,
"SED_RS15600;""spaM"";""involved in a secretory pathway responsible for the surface presentation of determinants needed for the entry of Salmonella species into mammalian cells; Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-1 type III secretion system protein SpaM"";""3080652"";""444"";""yes""",,,,,,
"SED_RS15605;"""";""invasion protein InvC; necessary for efficient entry of S.typhimurium into cultured epithelial cells; probable catalytic subunit of a protein translocase; Derived by automated computational analysis using gene prediction method: Protein Homology."";""FliI/YscN family ATPase"";""3081073"";""1296"";""yes""",,,,,,
"SED_RS15610;""spaK"";""involved in a secretory pathway responsible for the surface presentation of determinants needed for the entry of Salmonella species into mammalian cells; Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-1 type III secretion system chaperone SpaK"";""3082365"";""408"";""yes""",,,,,,
"SED_RS15615;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""type III secretion system export apparatus protein InvA"";""3082796"";""2058"";""yes""",,,,,,
"SED_RS15620;"""";""involved in regulation of genes necessary for the entry of Salmonella into host cells; Derived by automated computational analysis using gene prediction method: Protein Homology."";""type III secretion system gatekeeper InvE"";""3084878"";""1119"";""yes""",,,,,,
"SED_RS15625;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""type III secretion system outer membrane ring protein InvG"";""3085993"";""1689"";""yes""",,,,,,
"SED_RS15630;"""";""involved in the expression of virulence genes; Derived by automated computational analysis using gene prediction method: Protein Homology."";""AraC family transcriptional regulator InvF"";""3087678"";""651"";""yes""",,,,,,
"SED_RS15635;"""";""involved in the secretion and localization proteins necessary for the entry of Salmonella into host cells; Derived by automated computational analysis using gene prediction method: Protein Homology."";""SPI-1 type III secretion system invasion lipoprotein InvH"";""3088784"";""444"";""yes""",,,,,,
"SED_RS25240;"""";""frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology."";""transposase"";""3089622"";""197"";""yes""",,,,,,
"SED_RS15640;"""";""Derived by automated computational analysis using gene prediction method: Protein Homology."";""DUF1778 domain-containing protein"";""3090079"";""291"";""yes""",,,,,,
